Transaction_ID,Transaction_Timestamp,Store_ID,City,State,Product,Unit_Price_USD,Quantity,Gross_Sales_USD,Discount_Rate,Discount_Amount_USD,Net_Sales_USD,Sales_Tax_Rate,Sales_Tax_USD,Total_Paid_USD,Payment_Method,Channel
BB-20251128-HFD-001-111148,11/28/2025 7:54,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251129-PIT-001-941553,11/29/2025 19:24,PIT-001,New York,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251130-BOS-001-582701,11/30/2025 9:04,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251130-NWK-001-561737,11/30/2025 11:14,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251130-ALB-001-966883,11/30/2025 16:35,ALB-001,Albany,NY,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Cash,In-Store
BB-20251201-NWK-001-349716,12/1/2025 17:07,NWK-001,Newark,NJ,Mocha,3.45,2,6.9,0.1,0.69,6.21,0.12,0.75,6.96,Cash,Delivery
BB-20251202-NWK-001-279015,12/2/2025 9:49,NWK-001,Newark,NJ,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Mobile,Takeaway
BB-20251202-ALB-001-467188,12/2/2025 10:42,ALB-001,Albany,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,In-Store
BB-20251202-PHL-001-850211,12/2/2025 17:39,PHL-001,Philadelphia,PA,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Mobile,In-Store
BB-20251203-PIT-001-797618,12/3/2025 8:38,PIT-001,New York,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251203-BOS-001-512572,12/3/2025 12:57,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0.05,0.17,3.28,0.12,0.39,3.67,Mobile,In-Store
BB-20251203-POR-001-312117,12/3/2025 16:11,POR-001,Portland,ME,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,In-Store
BB-20251203-ALB-001-862506,12/3/2025 18:31,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251204-ALB-001-804009,12/4/2025 9:15,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Takeaway
BB-20251204-BOS-001-368290,12/4/2025 9:28,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0.1,0.35,3.1,0.12,0.37,3.47,Card,In-Store
BB-20251204-ALB-001-580550,12/4/2025 10:01,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251204-PHL-001-567516,12/4/2025 11:50,PHL-001,Philadelphia,PA,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,In-Store
BB-20251204-NYC-001-619046,12/4/2025 12:12,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0.1,0.35,3.15,0.12,0.38,3.53,Mobile,In-Store
BB-20251204-NWK-001-419023,12/4/2025 16:05,NWK-001,Newark,NJ,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,In-Store
BB-20251205-ALB-001-791036,12/5/2025 10:48,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251206-PIT-001-812992,12/6/2025 7:07,PIT-001,New York,NY,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,In-Store
BB-20251207-NWK-001-342340,12/7/2025 8:51,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0.15,0.52,2.93,0.12,0.35,3.28,Cash,Takeaway
BB-20251208-PIT-001-210395,12/8/2025 7:54,PIT-001,New York,NY,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,In-Store
BB-20251208-NYC-001-131534,12/8/2025 8:15,NYC-001,New York,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251208-POR-001-993237,12/8/2025 9:38,POR-001,Portland,ME,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Mobile,In-Store
BB-20251208-PIT-001-355953,12/8/2025 10:20,PIT-001,New York,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Takeaway
BB-20251208-BOS-001-446899,12/8/2025 13:25,BOS-001,Boston,MA,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Mobile,In-Store
BB-20251208-NWK-001-366397,12/8/2025 17:42,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0.05,0.17,3.28,0.12,0.39,3.67,Mobile,In-Store
BB-20251209-POR-001-579104,12/9/2025 8:30,POR-001,Portland,ME,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251210-HFD-001-311961,12/10/2025 8:05,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251210-PIT-001-234182,12/10/2025 16:00,PIT-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251210-BOS-001-803834,12/10/2025 16:53,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251210-ALB-001-606907,12/10/2025 18:53,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,Takeaway
BB-20251211-PHL-001-157270,12/11/2025 14:55,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251212-PVD-001-251833,12/12/2025 8:46,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251212-NYC-001-958606,12/12/2025 10:36,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251212-POR-001-900801,12/12/2025 11:33,POR-001,Portland,ME,Cappuccino,3.5,3,10.5,0,0,10.5,0.12,1.26,11.76,Card,In-Store
BB-20251212-PVD-001-911910,12/12/2025 12:37,PVD-001,Providence,RI,Espresso,3.25,4,13,0,0,13,0.12,1.56,14.56,Card,Takeaway
BB-20251212-PVD-001-863396,12/12/2025 18:26,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251212-BOS-001-679791,12/12/2025 19:40,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,Takeaway
BB-20251213-HFD-001-163070,12/13/2025 7:19,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251213-NWK-001-191667,12/13/2025 8:53,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251213-HFD-001-418762,12/13/2025 13:23,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Takeaway
BB-20251213-PVD-001-472731,12/13/2025 19:52,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Delivery
BB-20251214-NYC-001-822533,12/14/2025 9:09,NYC-001,New York,NY,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Card,In-Store
BB-20251214-POR-001-126450,12/14/2025 10:59,POR-001,Portland,ME,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Card,In-Store
BB-20251214-PVD-001-190321,12/14/2025 12:03,PVD-001,Providence,RI,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251214-POR-001-835567,12/14/2025 17:04,POR-001,Portland,ME,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251214-NWK-001-441977,12/14/2025 19:54,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Mobile,In-Store
BB-20251215-PHL-001-507628,12/15/2025 8:14,PHL-001,Philadelphia,PA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Delivery
BB-20251215-PIT-001-391711,12/15/2025 9:32,PIT-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Takeaway
BB-20251215-PHL-001-342774,12/15/2025 9:53,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0.1,0.33,2.92,0.12,0.35,3.27,Card,Delivery
BB-20251215-HFD-001-259136,12/15/2025 19:42,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251217-HFD-001-288399,12/17/2025 8:12,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251217-HFD-001-983977,12/17/2025 11:25,HFD-001,Hartford,CT,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Takeaway
BB-20251217-POR-001-818087,12/17/2025 15:00,POR-001,Portland,ME,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Card,In-Store
BB-20251218-PIT-001-913653,12/18/2025 14:21,PIT-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251218-HFD-001-535019,12/18/2025 15:41,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251219-ALB-001-796282,12/19/2025 9:13,ALB-001,Albany,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Card,Takeaway
BB-20251219-HFD-001-457978,12/19/2025 19:12,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251219-NWK-001-792674,12/19/2025 19:39,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Mobile,In-Store
BB-20251220-HFD-001-871817,12/20/2025 7:21,HFD-001,Hartford,CT,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Card,In-Store
BB-20251220-NYC-001-626297,12/20/2025 9:45,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251220-BOS-001-111954,12/20/2025 12:31,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Card,Takeaway
BB-20251220-PIT-001-622068,12/20/2025 14:58,PIT-001,New York,NY,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Mobile,In-Store
BB-20251221-PVD-001-455626,12/21/2025 7:16,PVD-001,Providence,RI,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251221-HFD-001-427000,12/21/2025 9:22,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251221-PVD-001-334443,12/21/2025 10:48,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,In-Store
BB-20251222-PVD-001-766753,12/22/2025 7:21,PVD-001,Providence,RI,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251222-BUF-001-859489,12/22/2025 11:41,BUF-001,Portland,ME,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Takeaway
BB-20251223-ALB-001-461212,12/23/2025 7:07,ALB-001,Albany,NY,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Card,In-Store
BB-20251223-NYC-001-431643,12/23/2025 14:39,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251224-BOS-001-214587,12/24/2025 7:24,BOS-001,Boston,MA,Cappuccino,3.5,4,14,0,0,14,0.12,1.68,15.68,Cash,In-Store
BB-20251224-ALB-001-810577,12/24/2025 7:24,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Delivery
BB-20251224-POR-001-470660,12/24/2025 18:21,POR-001,Portland,ME,Mocha,3.45,3,10.35,0,0,10.35,0.12,1.24,11.59,Card,In-Store
BB-20251225-HFD-001-230249,12/25/2025 15:56,HFD-001,Hartford,CT,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251225-PIT-001-196672,12/25/2025 17:10,PIT-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251228-BUF-001-372202,12/28/2025 9:32,BUF-001,Portland,ME,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,Takeaway
BB-20251228-PVD-001-328268,12/28/2025 9:36,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251228-PIT-001-673030,12/28/2025 10:55,PIT-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,Takeaway
BB-20251228-ALB-001-643578,12/28/2025 11:01,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0.1,0.35,3.15,0.12,0.38,3.53,Mobile,Takeaway
BB-20251228-NYC-001-770229,12/28/2025 15:26,NYC-001,New York,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,In-Store
BB-20251228-POR-001-856106,12/28/2025 17:12,POR-001,Portland,ME,Mocha,3.45,4,13.8,0,0,13.8,0.12,1.66,15.46,Card,Takeaway
BB-20251228-BUF-001-987686,12/28/2025 17:40,BUF-001,Portland,ME,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,Takeaway
BB-20251229-NYC-001-474046,12/29/2025 9:38,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251229-NYC-001-207861,12/29/2025 15:16,NYC-001,New York,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Card,Takeaway
BB-20251230-HFD-001-472354,12/30/2025 8:16,HFD-001,Hartford,CT,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Card,In-Store
BB-20251230-PIT-001-190024,12/30/2025 11:29,PIT-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251231-ALB-001-525355,12/31/2025 8:17,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251231-PIT-001-669452,12/31/2025 9:47,PIT-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251231-NYC-001-384276,12/31/2025 10:56,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251231-BOS-001-517602,12/31/2025 13:23,BOS-001,Boston,MA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,Delivery
BB-20251231-BOS-001-520884,12/31/2025 15:30,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251231-PVD-001-132486,12/31/2025 16:58,PVD-001,Providence,RI,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,In-Store
BB-20251231-NWK-001-638248,12/31/2025 18:36,NWK-001,Newark,NJ,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Mobile,In-Store
